"","country","brand","channel","channel_rate"
"104","country_1","brand_233","D",60.6877789574035
"105","country_1","brand_236","B",1.32080566261529
"106","country_1","brand_236","D",98.6791943373847
"107","country_1","brand_248","B",3.46378830078309
"108","country_1","brand_248","D",96.5362116992169
"109","country_1","brand_250","B",3.48276372726714
"110","country_1","brand_250","D",96.5172362727329
"111","country_1","brand_252","B",0.488221053558514
"112","country_1","brand_252","D",99.5117789464415
"113","country_1","brand_259","B",0.723372934863287
"114","country_1","brand_259","D",99.2766270651367
"115","country_1","brand_260","B",0.0953278060369805
"116","country_1","brand_260","D",99.904672193963
"117","country_1","brand_272","B",0.267912516049268
"118","country_1","brand_272","D",99.7320874839507
"119","country_1","brand_275","B",1.03158412810395
"120","country_1","brand_275","D",98.968415871896
"121","country_1","brand_282","B",2.16247683305647
"122","country_1","brand_282","D",97.8375231669435
"123","country_1","brand_283","B",29.4774931888509
"124","country_1","brand_283","D",70.5225068111491
"125","country_1","brand_284","B",98.7887961565278
"126","country_1","brand_284","D",1.21120384347221
"127","country_1","brand_290","B",2.25357349323117
"128","country_1","brand_290","D",97.7464265067688
"129","country_1","brand_291","B",3.78500996768423
"130","country_1","brand_291","D",96.2149900323158
"131","country_1","brand_296","B",0.0434332055729176
"132","country_1","brand_296","D",99.9565667944271
"133","country_1","brand_305","B",6.59362672812139
"134","country_1","brand_305","D",93.4063732718786
"135","country_1","brand_307","B",99.1061216258334
"136","country_1","brand_307","D",0.89387837416658
"137","country_1","brand_311","B",0.214062036657128
"138","country_1","brand_311","D",99.7859379633429
"139","country_1","brand_316","B",4.21329437998287
"140","country_1","brand_316","D",95.7867056200171
"141","country_1","brand_323","B",1.18325538713237
"142","country_1","brand_323","D",98.8167446128676
"143","country_1","brand_324","B",0.798441648828337
"144","country_1","brand_324","D",99.2015583511717
"145","country_1","brand_325","B",0.736542611479768
"146","country_1","brand_325","D",99.2634573885202
"147","country_1","brand_329","B",38.7430756385044
"148","country_1","brand_329","D",61.2569243614956
"149","country_1","brand_332","B",0.122699180042369
"150","country_1","brand_332","D",99.8773008199576
"151","country_1","brand_333","B",2.35109807358951
"152","country_1","brand_333","D",97.6489019264105
"153","country_1","brand_348","B",3.83041302890656
"154","country_1","brand_348","D",96.1695869710935
"155","country_1","brand_349","B",8.68868124891088
"156","country_1","brand_349","D",91.3113187510891
"157","country_1","brand_350","B",13.4045776993989
"158","country_1","brand_350","D",86.5954223006011
"159","country_1","brand_352","B",3.76580122158737
"160","country_1","brand_352","D",96.2341987784126
"161","country_1","brand_353","B",0.586609505591369
"162","country_1","brand_353","D",99.4133904944086
"163","country_1","brand_354","B",17.3783751861335
"164","country_1","brand_354","D",82.6216248138665
"165","country_1","brand_356","B",3.57801521701797
"166","country_1","brand_356","D",96.421984782982
"167","country_1","brand_366","B",16.2402311005649
"168","country_1","brand_366","D",83.7597688994351
"169","country_1","brand_368","B",8.82627547636727
"170","country_1","brand_368","D",91.1737245236327
"171","country_1","brand_373","B",0.745184005232961
"172","country_1","brand_373","D",99.254815994767
"173","country_1","brand_380","B",0.758233393633789
"174","country_1","brand_380","D",99.2417666063662
"175","country_1","brand_382","B",28.0848599902704
"176","country_1","brand_382","D",71.9151400097296
"177","country_1","brand_385","B",6.30151313137347
"178","country_1","brand_385","D",93.6984868686265
"179","country_1","brand_388","B",36.2584768230402
"180","country_1","brand_388","D",63.7415231769598
"181","country_1","brand_392","B",99.9810561212408
"182","country_1","brand_392","D",0.0189438787591759
"183","country_1","brand_393","B",90.754036280231
"184","country_1","brand_393","D",9.24596371976896
"185","country_1","brand_397","B",51.5194547673466
"186","country_1","brand_397","D",48.4805452326534
"187","country_1","brand_415","B",2.20452914999492
"188","country_1","brand_415","D",97.7954708500051
"189","country_1","brand_420","B",5.30069003211357
"190","country_1","brand_420","D",94.6993099678864
"191","country_1","brand_431","B",1.68422908326825
"192","country_1","brand_431","D",98.3157709167318
"193","country_1","brand_434","B",99.4924740703263
"194","country_1","brand_434","D",0.507525929673666
"195","country_1","brand_437","B",1.41306726592134
"196","country_1","brand_437","D",98.5869327340787
"197","country_1","brand_438","B",34.9024590550174
"198","country_1","brand_438","D",65.0975409449826
"199","country_1","brand_439","B",0.692952318685244
"200","country_1","brand_439","D",99.3070476813148
"201","country_1","brand_442","B",7.92990509810187
"202","country_1","brand_442","D",92.0700949018981
"203","country_1","brand_443","B",44.0871723401579
"204","country_1","brand_443","D",55.912827659842
"205","country_1","brand_444","B",12.444591980052
"206","country_1","brand_444","D",87.555408019948
"207","country_1","brand_445","B",4.34029981938348
"208","country_1","brand_445","D",95.6597001806165
"209","country_1","brand_450","B",0.960028160138166
"210","country_1","brand_450","D",99.0399718398618
"211","country_1","brand_451","B",3.33770887764
"212","country_1","brand_451","D",96.66229112236
"213","country_1","brand_452","B",1.05092688789177
"214","country_1","brand_452","D",98.9490731121082
"215","country_1","brand_457","B",0.631662125096517
"216","country_1","brand_457","D",99.3683378749035
"217","country_1","brand_463","B",4.10935830762604
"218","country_1","brand_463","D",95.890641692374
"219","country_1","brand_469","B",0.228210490308962
"220","country_1","brand_469","D",99.771789509691
"221","country_1","brand_470","B",2.38078779821085
"222","country_1","brand_470","D",97.6192122017892
"223","country_1","brand_471","B",0.642347295362592
"224","country_1","brand_471","D",99.3576527046374
"225","country_1","brand_478","B",0.41116973311378
"226","country_1","brand_478","D",99.5888302668862
"227","country_2","brand_187","B",97.7035490605428
"228","country_2","brand_187","D",2.2964509394572
"229","country_2","brand_477","B",70.8770614692654
"230","country_2","brand_477","D",29.1229385307346
"231","country_3","brand_1","B",9.27826842785753
"232","country_3","brand_1","D",90.7217315721425
"233","country_3","brand_17","B",0.864888667083135
"234","country_3","brand_17","D",99.1351113329169
"235","country_3","brand_20","B",100
"236","country_3","brand_24","B",0.0302887181260216
"237","country_3","brand_24","D",99.969711281874
"238","country_3","brand_27","B",1.68191260958253
"239","country_3","brand_27","D",98.3180873904175
"240","country_3","brand_43","B",2.23109264876215
"241","country_3","brand_43","D",97.7689073512378
"242","country_3","brand_44","B",0.934965857325817
"243","country_3","brand_44","D",99.0650341426742
"244","country_3","brand_45","B",0.0720995056791
"245","country_3","brand_45","D",99.9279004943209
"246","country_3","brand_46","B",9.43659733584125
"247","country_3","brand_46","D",90.5634026641587
"248","country_3","brand_47","B",1.43930028565717
"249","country_3","brand_47","D",98.5606997143428
"250","country_3","brand_49","B",1.47155379560589
"251","country_3","brand_49","D",98.5284462043941
"252","country_3","brand_52","B",0.191334083760689
"253","country_3","brand_52","D",99.8086659162393
"254","country_3","brand_53","B",2.96618043476052
"255","country_3","brand_53","D",97.0338195652395
"256","country_3","brand_54","B",0.759817964132142
"257","country_3","brand_54","D",99.2401820358679
"258","country_3","brand_57","B",0.528314052229322
"259","country_3","brand_57","D",99.4716859477707
"260","country_3","brand_61","B",1.56183909280732
"261","country_3","brand_61","D",98.4381609071927
"262","country_3","brand_63","B",0.646725555613707
"263","country_3","brand_63","D",99.3532744443863
"264","country_3","brand_65","B",3.07069907999938
"265","country_3","brand_65","D",96.9293009200006
"266","country_3","brand_69","B",0.379669311635481
"267","country_3","brand_69","D",99.6203306883645
"268","country_3","brand_70","B",0.692391909914697
"269","country_3","brand_70","D",99.3076080900853
"270","country_3","brand_71","B",0.144458612369065
"271","country_3","brand_71","D",99.8555413876309
"272","country_3","brand_73","B",0.0843130180886778
"273","country_3","brand_73","D",99.9156869819113
"274","country_3","brand_81","B",100
"275","country_3","brand_86","B",0.0238592088596399
"276","country_3","brand_86","D",99.9761407911404
"277","country_3","brand_87","B",2.97497889510795
"278","country_3","brand_87","D",97.025021104892
"279","country_3","brand_88","B",0.789573355504692
"280","country_3","brand_88","D",99.2104266444953
"281","country_3","brand_90","B",0.458904893010653
"282","country_3","brand_90","D",99.5410951069893
"283","country_3","brand_94","B",0.00210982584794996
"284","country_3","brand_94","D",99.997890174152
"285","country_3","brand_97","B",3.23020623809144
"286","country_3","brand_97","D",96.7697937619086
"287","country_3","brand_99","B",1.10357025421029
"288","country_3","brand_99","D",98.8964297457897
"289","country_3","brand_102","B",0.442958141458906
"290","country_3","brand_102","D",99.5570418585411
"291","country_3","brand_104","B",0.558577826718644
"292","country_3","brand_104","D",99.4414221732814
"293","country_3","brand_113","B",3.87342823835501
"294","country_3","brand_113","D",96.126571761645
"295","country_3","brand_115","B",0.956461811936464
"296","country_3","brand_115","D",99.0435381880635
"297","country_3","brand_117","B",2.03496304039083
"298","country_3","brand_117","D",97.9650369596092
"299","country_3","brand_119","B",0.814927049930323
"300","country_3","brand_119","D",99.1850729500697
"301","country_3","brand_121","B",2.73777681591579
"302","country_3","brand_121","D",97.2622231840842
"303","country_3","brand_129","B",1.64540078897371
"304","country_3","brand_129","D",98.3545992110263
"305","country_3","brand_133","B",1.9305149410821
"306","country_3","brand_133","D",98.0694850589179
"307","country_3","brand_140","B",13.7584729862424
"308","country_3","brand_140","D",86.2415270137576
"309","country_3","brand_141","B",4.0737884122474
"310","country_3","brand_141","D",95.9262115877526
"311","country_3","brand_145","B",100
"312","country_3","brand_149","B",0.223871629080795
"313","country_3","brand_149","D",99.7761283709192
"314","country_3","brand_154","B",23.7024700093512
"315","country_3","brand_154","D",76.2975299906488
"316","country_3","brand_155","B",47.5380401939237
"317","country_3","brand_155","D",52.4619598060763
"318","country_3","brand_160","B",0.124339017387728
"319","country_3","brand_160","D",99.8756609826123
"320","country_3","brand_162","B",9.35913935781269
"321","country_3","brand_162","D",90.6408606421873
"322","country_3","brand_167","B",1.38711437758698
"323","country_3","brand_167","D",98.612885622413
"324","country_3","brand_174","B",1.33496030006889
"325","country_3","brand_174","D",98.6650396999311
"326","country_3","brand_178","B",0.84321608270768
"327","country_3","brand_178","D",99.1567839172923
"328","country_3","brand_179","B",2.39811152842066
"329","country_3","brand_179","D",97.6018884715793
"330","country_3","brand_180","B",0.0211968718075771
"331","country_3","brand_180","D",99.9788031281924
"332","country_3","brand_185","B",100
"333","country_3","brand_187","B",1.42638828222363
"334","country_3","brand_187","D",98.5736117177764
"335","country_3","brand_188","B",1.89374883403837
"336","country_3","brand_188","D",98.1062511659616
"337","country_3","brand_194","B",49.3343799433396
"338","country_3","brand_194","D",50.6656200566604
"339","country_3","brand_195","B",0.196686512046783
"340","country_3","brand_195","D",99.8033134879532
"341","country_3","brand_200","B",2.51407409943736
"342","country_3","brand_200","D",97.4859259005626
"343","country_3","brand_206","B",0.383163731951157
"344","country_3","brand_206","D",99.6168362680488
"345","country_3","brand_208","B",0.0139615097581579
"346","country_3","brand_208","D",99.9860384902419
"347","country_3","brand_209","B",3.13804470209518
"348","country_3","brand_209","D",96.8619552979048
"349","country_3","brand_215","B",5.06220652676557
"350","country_3","brand_215","D",94.9377934732344
"351","country_3","brand_227","B",1.20764342002415
"352","country_3","brand_227","D",98.7923565799758
"353","country_3","brand_228","B",2.57947290967422
"354","country_3","brand_228","D",97.4205270903258
"355","country_3","brand_229","B",0.234230667352378
"356","country_3","brand_229","D",99.7657693326476
"357","country_3","brand_230","B",0.535308937376491
"358","country_3","brand_230","D",99.4646910626235
"359","country_3","brand_231","B",1.56470499965458
"360","country_3","brand_231","D",98.4352950003454
"361","country_3","brand_232","B",0.657593676234814
"362","country_3","brand_232","D",99.3424063237652
"363","country_3","brand_236","B",3.13454890790443
"364","country_3","brand_236","D",96.8654510920956
"365","country_3","brand_238","B",0.604391886570694
"366","country_3","brand_238","D",99.3956081134293
"367","country_3","brand_248","B",4.67074433843235
"368","country_3","brand_248","D",95.3292556615677
"369","country_3","brand_249","B",100
"370","country_3","brand_250","B",0.571509482982335
"371","country_3","brand_250","D",99.4284905170177
"372","country_3","brand_259","B",0.79655734122695
"373","country_3","brand_259","D",99.203442658773
"374","country_3","brand_260","B",0.121812675105013
"375","country_3","brand_260","D",99.878187324895
"376","country_3","brand_272","B",0.286375634387799
"377","country_3","brand_272","D",99.7136243656122
"378","country_3","brand_273","B",100
"379","country_3","brand_275","B",0.392918493862283
"380","country_3","brand_275","D",99.6070815061377
"381","country_3","brand_276","B",40.8385188520899
"382","country_3","brand_276","D",59.1614811479101
"383","country_3","brand_277","B",0.141268966253458
"384","country_3","brand_277","D",99.8587310337465
"385","country_3","brand_281","B",20.1740055368491
"386","country_3","brand_281","D",79.8259944631509
"387","country_3","brand_282","B",10.4279234770967
"388","country_3","brand_282","D",89.5720765229033
"389","country_3","brand_284","B",100
"390","country_3","brand_285","B",0.675308065658161
"391","country_3","brand_285","D",99.3246919343418
"392","country_3","brand_286","B",0.232771817530524
"393","country_3","brand_286","D",99.7672281824695
"394","country_3","brand_287","B",1.0628376903941
"395","country_3","brand_287","D",98.9371623096059
"396","country_3","brand_290","B",6.87553380760526
"397","country_3","brand_290","D",93.1244661923947
"398","country_3","brand_291","B",1.95546228479822
"399","country_3","brand_291","D",98.0445377152018
"400","country_3","brand_295","B",2.17735841677366
"401","country_3","brand_295","D",97.8226415832263
"402","country_3","brand_301","B",0.0783001030169419
"403","country_3","brand_301","D",99.9216998969831
"404","country_3","brand_303","B",9.58178026276994
"405","country_3","brand_303","D",90.4182197372301
"406","country_3","brand_307","B",23.4054084660134
"407","country_3","brand_307","D",76.5945915339866
"408","country_3","brand_310","B",1.74591726468842
"409","country_3","brand_310","D",98.2540827353116
"410","country_3","brand_315","B",3.97478447696143
"411","country_3","brand_315","D",96.0252155230386
"412","country_3","brand_317","B",4.21627327791818
"413","country_3","brand_317","D",95.7837267220818
"414","country_3","brand_326","B",0.465288736205662
"415","country_3","brand_326","D",99.5347112637943
"416","country_3","brand_327","B",0.141440551640574
"417","country_3","brand_327","D",99.8585594483594
"418","country_3","brand_332","B",0.000570316313396266
"419","country_3","brand_332","D",99.9994296836866
"420","country_3","brand_345","B",6.14420939358463
"421","country_3","brand_345","D",93.8557906064154
"422","country_3","brand_347","B",0.0446740429169055
"423","country_3","brand_347","D",99.9553259570831
"424","country_3","brand_351","B",4.21697218809352
"425","country_3","brand_351","D",95.7830278119065
"426","country_3","brand_352","B",0.13151147853139
"427","country_3","brand_352","D",99.8684885214686
"428","country_3","brand_354","B",100
"429","country_3","brand_356","B",4.13126010365372
"430","country_3","brand_356","D",95.8687398963463
"431","country_3","brand_357","B",20.1139674631234
"432","country_3","brand_357","D",79.8860325368766
"433","country_3","brand_363","B",59.6831413640318
"434","country_3","brand_363","D",40.3168586359682
"435","country_3","brand_373","B",0.81728396364585
"436","country_3","brand_373","D",99.1827160363542
"437","country_3","brand_385","B",0.201362877819187
"438","country_3","brand_385","D",99.7986371221808
"439","country_3","brand_391","B",19.1390980125412
"440","country_3","brand_391","D",80.8609019874588
"441","country_3","brand_392","B",100
"442","country_3","brand_393","B",85.8842279582382
"443","country_3","brand_393","D",14.1157720417618
"444","country_3","brand_397","B",100
"445","country_3","brand_407","B",3.59090678922802
"446","country_3","brand_407","D",96.409093210772
"447","country_3","brand_411","B",100
"448","country_3","brand_412","B",100
"449","country_3","brand_415","B",0.396171230854395
"450","country_3","brand_415","D",99.6038287691456
"451","country_3","brand_421","B",22.7642875662073
"452","country_3","brand_421","D",77.2357124337927
"453","country_3","brand_429","B",13.3187476031794
"454","country_3","brand_429","D",86.6812523968206
"455","country_3","brand_431","B",4.30179375542243
"456","country_3","brand_431","D",95.6982062445776
"457","country_3","brand_438","B",85.5015849027163
"458","country_3","brand_438","D",14.4984150972837
"459","country_3","brand_439","B",0.021986935822163
"460","country_3","brand_439","D",99.9780130641778
"461","country_3","brand_443","B",26.5413248387554
"462","country_3","brand_443","D",73.4586751612446
"463","country_3","brand_444","B",14.3872315270353
"464","country_3","brand_444","D",85.6127684729647
"465","country_3","brand_448","B",0.00464436153739725
"466","country_3","brand_448","D",99.9953556384626
"467","country_3","brand_450","B",0.657826857270851
"468","country_3","brand_450","D",99.3421731427292
"469","country_3","brand_453","B",1.07913257424043
"470","country_3","brand_453","D",98.9208674257596
"471","country_3","brand_456","B",2.5452605028255
"472","country_3","brand_456","D",97.4547394971745
"473","country_3","brand_457","B",0.0913362896286981
"474","country_3","brand_457","D",99.9086637103713
"475","country_3","brand_460","B",2.92616425777684
"476","country_3","brand_460","D",97.0738357422232
"477","country_3","brand_475","B",43.8065067640805
"478","country_3","brand_475","D",56.1934932359195
"479","country_3","brand_477","B",41.5318469499644
"480","country_3","brand_477","D",58.4681530500356
"481","country_3","brand_478","B",0.998638456123206
"482","country_3","brand_478","D",99.0013615438768
"483","country_3","brand_481","B",5.34214622511031
"484","country_3","brand_481","D",94.6578537748897
"485","country_3","brand_484","B",100
"486","country_4","brand_1","B",42.9563566550387
"487","country_4","brand_1","C",57.0436433449613
"488","country_4","brand_11","B",0.0978457461395036
"489","country_4","brand_11","C",99.9021542538605
"490","country_4","brand_12","B",2.2352504143183
"491","country_4","brand_12","C",97.7647495856817
"492","country_4","brand_13","B",27.2836886840276
"493","country_4","brand_13","C",72.7163113159724
"494","country_4","brand_15","B",5.22350090403816
"495","country_4","brand_15","C",94.7764990959618
"496","country_4","brand_20","B",68.7858395336714
"497","country_4","brand_20","C",31.2141604663286
"498","country_4","brand_27","B",9.93505038393573
"499","country_4","brand_27","C",90.0649496160643
"500","country_4","brand_43","B",4.29067367807479
"501","country_4","brand_43","C",95.7093263219252
"502","country_4","brand_44","B",5.26028384475844
"503","country_4","brand_44","C",94.7397161552416
"504","country_4","brand_47","B",5.38765227756364
"505","country_4","brand_47","C",94.6123477224364
"506","country_4","brand_49","B",3.04290630613008
"507","country_4","brand_49","C",96.9570936938699
"508","country_4","brand_53","B",3.16867345065365
"509","country_4","brand_53","C",96.8313265493463
"510","country_4","brand_54","B",0.888164192801277
"511","country_4","brand_54","C",99.1118358071987
"512","country_4","brand_59","B",0.0763164589163063
"513","country_4","brand_59","C",99.9236835410837
"514","country_4","brand_60","B",5.93691022949004
"515","country_4","brand_60","C",94.06308977051
"516","country_4","brand_66","B",1.37867057918997
"517","country_4","brand_66","C",98.62132942081
"518","country_4","brand_67","B",0.195301137182959
"519","country_4","brand_67","C",99.804698862817
"520","country_4","brand_68","B",0.434335077473968
"521","country_4","brand_68","C",99.565664922526
"522","country_4","brand_74","B",99.5926892950392
"523","country_4","brand_74","C",0.407310704960835
"524","country_4","brand_82","B",99.050265914908
"525","country_4","brand_82","C",0.949734085091952
"526","country_4","brand_85","B",0.280268422655603
"527","country_4","brand_85","C",99.7197315773444
"528","country_4","brand_87","B",10.0267639273566
"529","country_4","brand_87","C",89.9732360726433
"530","country_4","brand_88","B",14.6974253581507
"531","country_4","brand_88","C",85.3025746418493
"532","country_4","brand_94","B",0.383983952324608
"533","country_4","brand_94","C",99.6160160476754
"534","country_4","brand_97","B",17.9410438864887
"535","country_4","brand_97","C",82.0589561135113
"536","country_4","brand_104","B",1.132269705352
"537","country_4","brand_104","C",98.867730294648
"538","country_4","brand_113","B",3.23429224622819
"539","country_4","brand_113","C",96.7657077537718
"540","country_4","brand_119","B",0.982216352020467
"541","country_4","brand_119","C",99.0177836479795
"542","country_4","brand_128","B",3.60575273487361
"543","country_4","brand_128","C",96.3942472651264
"544","country_4","brand_133","B",6.38411342177428
"545","country_4","brand_133","C",93.6158865782257
"546","country_4","brand_139","B",0.323006305664024
"547","country_4","brand_139","C",99.676993694336
"548","country_4","brand_140","B",6.38990116811212
"549","country_4","brand_140","C",93.6100988318879
"550","country_4","brand_141","B",17.0458545368684
"551","country_4","brand_141","C",82.9541454631316
"552","country_4","brand_144","B",8.2771566969459
"553","country_4","brand_144","C",91.7228433030541
"554","country_4","brand_149","B",2.02195311426536
"555","country_4","brand_149","C",97.9780468857346
"556","country_4","brand_162","B",7.0926080859351
"557","country_4","brand_162","C",92.9073919140649
"558","country_4","brand_167","B",1.97735723677156
"559","country_4","brand_167","C",98.0226427632284
"560","country_4","brand_187","B",1.79867755873144
"561","country_4","brand_187","C",98.2013224412686
"562","country_4","brand_215","B",9.50055859418246
"563","country_4","brand_215","C",90.4994414058175
"564","country_4","brand_217","B",0.610904133016789
"565","country_4","brand_217","C",99.3890958669832
"566","country_4","brand_218","B",2.69493351319141
"567","country_4","brand_218","C",97.3050664868086
"568","country_4","brand_248","B",8.54202505202555
"569","country_4","brand_248","C",91.4579749479744
"570","country_4","brand_249","B",64.6205609868179
"571","country_4","brand_249","C",35.3794390131821
"572","country_4","brand_252","B",0.582261358130288
"573","country_4","brand_252","C",99.4177386418697
"574","country_4","brand_259","B",1.70300720790311
"575","country_4","brand_259","C",98.2969927920969
"576","country_4","brand_260","B",0.662524764848343
"577","country_4","brand_260","C",99.3374752351517
"578","country_4","brand_266","B",0.119723193204034
"579","country_4","brand_266","C",99.880276806796
"580","country_4","brand_272","B",0.0840702019966466
"581","country_4","brand_272","C",99.9159297980034
"582","country_4","brand_275","B",1.93953655545777
"583","country_4","brand_275","C",98.0604634445422
"584","country_4","brand_277","B",4.17296476412292
"585","country_4","brand_277","C",95.8270352358771
"586","country_4","brand_282","B",25.3112581277637
"587","country_4","brand_282","C",74.6887418722363
"588","country_4","brand_291","B",7.22205220965747
"589","country_4","brand_291","C",92.7779477903425
"590","country_4","brand_310","B",2.23127124159888
"591","country_4","brand_310","C",97.7687287584011
"592","country_4","brand_332","B",0.0275376104333397
"593","country_4","brand_332","C",99.9724623895667
"594","country_4","brand_345","B",5.94296328772142
"595","country_4","brand_345","C",94.0570367122786
"596","country_4","brand_349","B",6.91637330799366
"597","country_4","brand_349","C",93.0836266920063
"598","country_4","brand_351","B",15.7144004277116
"599","country_4","brand_351","C",84.2855995722884
"600","country_4","brand_352","B",1.58490067641297
"601","country_4","brand_352","C",98.415099323587
"602","country_4","brand_356","B",10.6522007043023
"603","country_4","brand_356","C",89.3477992956977
"604","country_4","brand_357","B",31.3699064546869
"605","country_4","brand_357","C",68.6300935453131
"606","country_4","brand_368","B",20.4634978412298
"607","country_4","brand_368","C",79.5365021587701
"608","country_4","brand_373","B",1.93445691014597
"609","country_4","brand_373","C",98.065543089854
"610","country_4","brand_376","B",8.00714783264481
"611","country_4","brand_376","C",91.9928521673552
"612","country_4","brand_391","B",21.7755829663469
"613","country_4","brand_391","C",78.2244170336531
"614","country_4","brand_392","B",79.2030345560695
"615","country_4","brand_392","C",20.7969654439305
"616","country_4","brand_406","B",0.0462682420597754
"617","country_4","brand_406","C",99.9537317579402
"618","country_4","brand_411","B",4.11201038538149
"619","country_4","brand_411","C",95.8879896146185
"620","country_4","brand_413","B",1.16921681400917
"621","country_4","brand_413","C",98.8307831859908
"622","country_4","brand_415","B",1.0308460307762
"623","country_4","brand_415","C",98.9691539692238
"624","country_4","brand_421","B",1.50083159392942
"625","country_4","brand_421","C",98.4991684060706
"626","country_4","brand_429","B",39.7858287905666
"627","country_4","brand_429","C",60.2141712094334
"628","country_4","brand_431","B",27.6153021246298
"629","country_4","brand_431","C",72.3846978753702
"630","country_4","brand_438","B",64.8721804124157
"631","country_4","brand_438","C",35.1278195875843
"632","country_4","brand_450","B",0.724473401697015
"633","country_4","brand_450","C",99.275526598303
"634","country_4","brand_451","B",1.46824071392218
"635","country_4","brand_451","C",98.5317592860778
"636","country_4","brand_453","B",11.7186421555682
"637","country_4","brand_453","C",88.2813578444318
"638","country_4","brand_457","B",0.212571449305892
